WB_id,module
WBGene00012650,0
WBGene00018145,4
WBGene00194815,3
WBGene00012950,0
WBGene00009741,3
WBGene00007101,0
WBGene00010893,0
WBGene00021406,0
WBGene00009740,0
WBGene00001582,0
WBGene00007008,2
WBGene00044107,2
WBGene00006464,4
WBGene00009431,2
WBGene00016768,4
WBGene00006359,0
WBGene00015646,1
WBGene00004343,0
WBGene00000405,0
WBGene00003802,0
WBGene00009002,0
WBGene00010740,3
WBGene00004340,0
WBGene00018146,2
WBGene00012364,4
WBGene00017813,4
WBGene00015160,0
WBGene00001079,0
WBGene00016883,4
WBGene00017166,1
WBGene00013127,3
WBGene00019767,2
WBGene00010827,3
WBGene00006683,4
WBGene00021456,4
WBGene00009276,0
WBGene00020946,3
WBGene00010305,2
WBGene00008563,0
WBGene00008341,3
WBGene00021628,2
WBGene00011102,2
WBGene00004738,0
WBGene00009485,3
WBGene00003418,0
WBGene00009734,0
WBGene00011391,0
WBGene00018607,4
WBGene00022612,0
WBGene00022802,3
WBGene00021057,4
WBGene00011799,3
WBGene00000692,4
WBGene00011893,4
WBGene00016368,4
WBGene00001259,0
WBGene00006495,4
WBGene00019962,2
WBGene00004437,3
WBGene00019995,4
WBGene00013241,0
WBGene00015116,2
WBGene00045295,4
WBGene00017850,4
WBGene00022313,3
WBGene00019521,3
WBGene00016884,3
WBGene00019726,4
WBGene00020237,2
WBGene00044163,0
WBGene00000888,0
WBGene00011128,0
WBGene00013862,0
WBGene00021509,4
WBGene00015943,0
WBGene00011349,0
WBGene00007106,2
WBGene00010044,2
WBGene00004989,0
WBGene00008642,0
WBGene00008546,2
WBGene00007208,4
WBGene00015096,0
WBGene00018421,0
WBGene00003222,0
WBGene00017070,2
WBGene00008621,2
WBGene00003887,3
WBGene00003911,0
WBGene00011189,4
WBGene00017160,4
WBGene00011095,2
WBGene00020721,4
WBGene00006723,0
WBGene00015371,4
WBGene00008764,2
WBGene00007206,4
WBGene00013303,3
WBGene00003066,0
WBGene00000485,4
WBGene00009889,0
WBGene00011944,4
WBGene00009640,3
WBGene00003718,4
WBGene00022423,4
WBGene00001441,4
WBGene00001747,0
WBGene00012932,0
WBGene00004801,3
WBGene00019682,2
WBGene00012261,0
WBGene00008366,3
WBGene00011820,0
WBGene00001457,4
WBGene00012868,4
WBGene00017360,0
WBGene00011681,3
WBGene00012230,0
WBGene00001950,0
WBGene00011955,4
WBGene00012421,4
WBGene00011756,3
WBGene00021089,4
WBGene00022383,4
WBGene00011580,2
WBGene00219423,3
WBGene00009939,0
WBGene00008555,3
WBGene00000787,4
WBGene00008860,0
WBGene00001492,0
WBGene00008878,4
WBGene00015297,2
WBGene00019973,2
WBGene00020113,0
WBGene00006481,0
WBGene00004338,0
WBGene00007926,3
WBGene00000804,0
WBGene00020022,2
WBGene00015555,2
WBGene00008978,2
WBGene00021613,0
WBGene00018237,2
WBGene00003712,4
WBGene00043995,4
WBGene00011674,3
WBGene00010505,2
WBGene00045411,3
WBGene00001784,2
WBGene00005032,3
WBGene00008431,0
WBGene00021149,0
WBGene00001133,4
WBGene00020553,2
WBGene00022277,2
WBGene00016602,4
WBGene00019513,3
WBGene00020584,3
WBGene00001336,2
WBGene00011846,0
WBGene00016655,2
WBGene00016099,4
WBGene00009851,4
WBGene00016148,0
WBGene00003955,0
WBGene00006331,4
WBGene00219208,0
WBGene00000754,4
WBGene00006621,4
WBGene00001578,3
WBGene00043983,3
WBGene00012142,3
WBGene00006308,0
WBGene00019589,3
WBGene00001520,2
WBGene00018474,0
WBGene00002027,0
WBGene00021818,3
WBGene00002127,0
WBGene00021753,0
WBGene00000302,2
WBGene00000784,1
WBGene00020501,0
WBGene00012005,4
WBGene00012996,0
WBGene00007925,0
WBGene00006760,2
WBGene00007452,3
WBGene00020256,2
WBGene00002078,4
WBGene00013852,0
WBGene00011017,0
WBGene00016898,0
WBGene00020276,3
WBGene00010047,4
WBGene00006439,4
WBGene00015795,0
WBGene00077525,3
WBGene00017557,4
WBGene00013601,0
WBGene00021024,2
WBGene00004389,2
WBGene00007021,2
WBGene00009126,2
WBGene00006599,4
WBGene00043297,4
WBGene00021808,4
WBGene00045356,4
WBGene00016645,3
WBGene00000870,0
WBGene00010214,2
WBGene00010039,4
WBGene00013204,2
WBGene00017084,2
WBGene00007062,0
WBGene00022759,0
WBGene00009778,3
WBGene00017132,0
WBGene00000699,2
WBGene00012776,4
WBGene00020264,2
WBGene00013219,0
WBGene00016332,4
WBGene00022330,3
WBGene00010520,3
WBGene00012987,4
WBGene00022381,0
WBGene00018357,0
WBGene00000515,0
WBGene00021121,3
WBGene00001053,4
WBGene00006931,0
WBGene00269434,3
WBGene00007375,0
WBGene00020442,0
WBGene00009396,1
WBGene00012186,0
WBGene00014177,0
WBGene00016507,3
WBGene00006594,4
WBGene00012682,3
WBGene00012424,4
WBGene00022717,4
WBGene00007204,4
WBGene00007397,3
WBGene00017038,4
WBGene00020530,4
WBGene00006727,3
WBGene00012525,3
WBGene00019832,2
WBGene00021080,3
WBGene00017048,3
WBGene00019902,4
WBGene00007533,0
WBGene00008483,2
WBGene00012835,2
WBGene00018635,2
WBGene00003510,4
WBGene00010755,3
WBGene00004297,2
WBGene00021354,2
WBGene00018210,0
WBGene00004811,3
WBGene00008548,2
WBGene00013717,3
WBGene00004739,3
WBGene00077490,3
WBGene00010028,4
WBGene00008356,4
WBGene00011479,4
WBGene00009284,2
WBGene00010083,2
WBGene00008149,4
WBGene00020577,4
WBGene00001064,0
WBGene00003699,3
WBGene00004910,2
WBGene00008480,2
WBGene00015778,4
WBGene00008119,4
WBGene00016968,4
WBGene00008499,3
WBGene00020197,2
WBGene00021815,0
WBGene00021019,4
WBGene00002992,4
WBGene00005703,3
WBGene00008565,2
WBGene00012604,3
WBGene00002067,2
WBGene00013119,3
WBGene00004420,2
WBGene00021513,3
WBGene00007787,2
WBGene00018275,0
WBGene00000838,0
WBGene00022168,3
WBGene00014938,2
WBGene00001002,0
WBGene00020268,2
WBGene00019675,3
WBGene00018257,3
WBGene00009213,3
WBGene00019203,3
WBGene00019277,0
WBGene00000402,0
WBGene00004355,0
WBGene00006528,0
WBGene00021600,3
WBGene00009577,1
WBGene00006496,0
WBGene00003572,2
WBGene00015486,0
WBGene00007877,4
WBGene00000265,2
WBGene00010304,2
WBGene00189958,0
WBGene00007573,0
WBGene00012595,3
WBGene00302964,0
WBGene00000832,4
WBGene00000248,0
WBGene00015159,3
WBGene00004996,3
WBGene00004122,4
WBGene00009004,0
WBGene00011831,0
WBGene00016187,4
WBGene00015148,3
WBGene00007492,4
WBGene00008567,0
WBGene00013006,0
WBGene00000120,2
WBGene00044615,4
WBGene00010789,3
WBGene00014000,3
WBGene00007421,4
WBGene00013736,3
WBGene00009784,0
WBGene00018830,0
WBGene00003703,0
WBGene00003634,4
WBGene00044636,4
WBGene00021467,2
WBGene00000681,4
WBGene00009634,3
WBGene00044697,4
WBGene00019146,2
WBGene00009663,4
WBGene00011733,4
WBGene00020625,2
WBGene00011318,0
WBGene00007694,3
WBGene00011908,0
WBGene00022598,0
WBGene00006460,4
WBGene00016113,0
WBGene00010809,4
WBGene00020889,2
WBGene00011677,3
WBGene00012156,0
WBGene00015232,4
WBGene00004190,0
WBGene00003659,4
WBGene00015267,0
WBGene00015999,3
WBGene00006438,0
WBGene00004017,0
WBGene00044630,0
WBGene00002188,3
WBGene00000962,0
WBGene00013875,1
WBGene00013584,3
WBGene00045386,3
WBGene00013360,0
WBGene00011441,0
WBGene00008800,0
WBGene00022703,2
WBGene00013750,4
WBGene00019003,0
WBGene00018763,4
WBGene00021061,2
WBGene00011732,4
WBGene00016796,4
WBGene00011381,3
WBGene00003723,3
WBGene00016237,4
WBGene00021506,0
WBGene00044686,4
WBGene00016310,4
WBGene00004201,2
WBGene00011404,3
WBGene00004083,4
WBGene00001974,2
WBGene00019957,2
WBGene00002123,0
WBGene00004203,2
WBGene00004416,2
WBGene00019605,3
WBGene00007883,4
WBGene00012097,3
WBGene00000939,0
WBGene00001242,0
WBGene00004952,0
WBGene00015273,0
WBGene00012998,0
WBGene00003876,4
WBGene00015063,4
WBGene00013406,2
WBGene00003674,3
WBGene00003143,0
WBGene00009371,0
WBGene00016996,2
WBGene00185001,0
WBGene00021227,0
WBGene00018613,0
WBGene00001235,0
WBGene00019120,2
WBGene00017534,0
WBGene00015216,3
WBGene00018958,3
WBGene00017398,3
WBGene00021931,0
WBGene00001184,4
WBGene00019498,0
WBGene00015409,4
WBGene00019100,1
WBGene00050915,3
WBGene00002163,4
WBGene00006785,0
WBGene00020436,3
WBGene00012192,0
WBGene00001027,0
WBGene00016610,1
WBGene00017639,4
WBGene00015560,3
WBGene00006462,3
WBGene00206361,0
WBGene00001555,3
WBGene00004024,3
WBGene00019978,3
WBGene00015549,4
WBGene00014164,3
WBGene00006913,2
WBGene00008622,2
WBGene00009116,3
WBGene00019461,4
WBGene00021167,3
WBGene00021843,4
WBGene00000793,4
WBGene00017128,4
WBGene00015861,3
WBGene00000065,0
WBGene00007525,3
WBGene00008953,4
WBGene00007938,0
WBGene00017261,2
WBGene00271701,4
WBGene00006584,0
WBGene00015205,2
WBGene00000673,3
WBGene00017301,2
WBGene00015173,2
WBGene00008560,2
WBGene00019715,2
WBGene00004928,4
WBGene00018260,4
WBGene00018742,2
WBGene00009531,2
WBGene00012883,2
WBGene00015857,4
WBGene00022160,0
WBGene00019204,4
WBGene00003553,0
WBGene00015126,4
WBGene00010221,3
WBGene00017394,3
WBGene00006805,4
WBGene00017428,3
WBGene00008681,3
WBGene00022353,4
WBGene00008380,2
WBGene00000103,4
WBGene00185048,0
WBGene00010871,4
WBGene00001239,2
WBGene00001864,4
WBGene00010049,3
WBGene00004413,2
WBGene00006685,3
WBGene00010727,0
WBGene00009068,4
WBGene00022092,2
WBGene00015220,3
WBGene00007894,2
WBGene00018874,3
WBGene00011009,3
WBGene00002053,0
WBGene00011824,4
WBGene00021397,3
WBGene00007028,0
WBGene00008134,0
WBGene00022697,0
WBGene00011242,3
WBGene00020027,0
WBGene00011623,4
WBGene00019710,0
WBGene00002216,0
WBGene00007089,2
WBGene00012204,4
WBGene00010864,4
WBGene00021598,4
WBGene00009399,4
WBGene00019006,4
WBGene00303423,4
WBGene00005131,2
WBGene00015811,4
WBGene00015245,0
WBGene00009447,4
WBGene00010684,3
WBGene00006868,0
WBGene00007063,4
WBGene00021239,3
WBGene00303009,0
WBGene00021256,3
WBGene00000871,0
WBGene00019801,4
WBGene00011558,0
WBGene00044536,4
WBGene00009918,2
WBGene00013239,0
WBGene00003930,0
WBGene00004737,0
WBGene00007304,4
WBGene00003514,0
WBGene00017062,0
WBGene00020704,0
WBGene00000237,2
WBGene00004479,2
WBGene00020985,3
WBGene00011433,4
WBGene00020957,2
WBGene00018542,0
WBGene00001493,4
WBGene00007474,2
WBGene00017363,2
WBGene00023407,4
WBGene00005024,0
WBGene00010579,2
WBGene00009158,0
WBGene00003393,0
WBGene00016449,0
WBGene00011928,0
WBGene00002105,2
WBGene00001560,4
WBGene00019855,0
WBGene00044478,3
WBGene00015206,2
WBGene00016017,4
WBGene00003785,0
WBGene00002282,0
WBGene00021829,0
WBGene00011335,2
WBGene00013985,0
WBGene00003931,0
WBGene00011038,0
WBGene00017798,0
WBGene00019666,4
WBGene00022345,3
WBGene00000881,2
WBGene00015791,0
WBGene00000110,3
WBGene00011310,4
WBGene00018672,3
WBGene00011259,4
WBGene00022712,3
WBGene00011331,4
WBGene00018366,0
WBGene00022356,4
WBGene00016109,4
WBGene00016365,3
WBGene00009236,4
WBGene00006956,0
WBGene00001061,0
WBGene00006888,0
WBGene00012866,4
WBGene00017501,0
WBGene00017246,2
WBGene00010912,0
WBGene00007018,2
WBGene00000535,3
WBGene00006795,0
WBGene00013317,4
WBGene00019900,0
WBGene00007898,4
WBGene00017734,2
WBGene00008634,1
WBGene00002108,4
WBGene00013143,0
WBGene00015481,0
WBGene00007763,3
WBGene00010453,3
WBGene00004316,3
WBGene00020348,0
WBGene00007592,4
WBGene00013632,4
WBGene00010685,0
WBGene00021146,2
WBGene00003720,3
WBGene00013603,4
WBGene00003588,4
WBGene00009274,0
WBGene00017436,0
WBGene00017951,4
WBGene00015035,2
WBGene00013847,2
WBGene00007860,4
WBGene00001134,0
WBGene00000664,3
WBGene00019492,3
WBGene00007129,2
WBGene00003558,4
WBGene00022280,4
WBGene00010348,4
WBGene00019691,3
WBGene00004257,2
WBGene00019421,4
WBGene00017075,2
WBGene00006776,0
WBGene00019781,4
WBGene00013531,0
WBGene00006440,2
WBGene00019022,3
WBGene00014001,3
WBGene00013376,0
WBGene00004036,4
WBGene00018216,4
WBGene00000539,2
WBGene00008215,0
WBGene00012997,0
WBGene00007110,2
WBGene00013921,4
WBGene00012860,3
WBGene00017328,0
WBGene00021219,3
WBGene00017471,3
WBGene00004419,2
WBGene00003077,2
WBGene00000490,4
WBGene00009661,2
WBGene00008091,2
WBGene00019157,2
WBGene00008239,3
WBGene00001118,4
WBGene00008493,2
WBGene00009595,3
WBGene00003604,3
WBGene00017990,0
WBGene00000040,2
WBGene00008910,4
WBGene00001016,0
WBGene00018599,2
WBGene00022314,4
WBGene00008336,2
WBGene00004879,4
WBGene00012904,0
WBGene00017756,3
WBGene00008358,3
WBGene00001008,3
WBGene00020950,0
WBGene00015769,2
WBGene00006534,0
WBGene00008254,2
WBGene00019619,1
WBGene00015407,2
WBGene00022166,2
WBGene00004751,4
WBGene00022497,1
WBGene00021657,2
WBGene00002262,2
WBGene00019280,4
WBGene00000875,0
WBGene00019651,4
WBGene00016074,0
WBGene00004723,0
WBGene00007911,4
WBGene00010500,2
WBGene00006441,4
WBGene00007922,2
WBGene00003741,4
WBGene00022415,0
WBGene00010484,4
WBGene00011450,3
WBGene00022288,3
WBGene00005271,3
WBGene00020796,0
WBGene00001048,0
WBGene00017794,0
WBGene00019077,0
WBGene00008360,4
WBGene00003238,0
WBGene00011166,3
WBGene00012124,0
WBGene00003406,0
WBGene00016335,3
WBGene00010200,4
WBGene00007625,0
WBGene00008708,0
WBGene00021068,4
WBGene00004209,3
WBGene00018342,2
WBGene00009948,4
WBGene00001065,0
WBGene00003735,2
WBGene00009771,0
WBGene00003682,3
WBGene00016040,3
WBGene00001433,0
WBGene00018232,3
WBGene00007058,4
WBGene00019648,3
WBGene00010942,0
WBGene00021333,4
WBGene00010284,0
WBGene00009290,0
WBGene00012972,0
WBGene00012829,0
WBGene00012244,4
WBGene00022713,3
WBGene00011334,2
WBGene00015611,3
WBGene00002233,4
WBGene00012291,2
WBGene00000115,2
WBGene00004116,0
WBGene00010982,4
WBGene00012330,2
WBGene00010622,0
WBGene00021691,4
WBGene00010858,0
WBGene00001093,2
WBGene00000057,3
WBGene00002081,0
WBGene00016532,4
WBGene00009385,2
WBGene00021331,2
WBGene00020851,3
WBGene00012289,4
WBGene00004509,3
WBGene00015751,4
WBGene00002299,4
WBGene00020441,2
WBGene00006749,0
WBGene00022182,0
WBGene00006490,0
WBGene00086546,3
WBGene00008934,2
WBGene00001853,2
WBGene00009254,0
WBGene00000205,2
WBGene00011227,4
WBGene00010118,0
WBGene00008531,4
WBGene00017504,4
WBGene00003587,0
WBGene00004854,2
WBGene00008760,4
WBGene00021060,4
WBGene00013895,4
WBGene00017190,4
WBGene00020867,0
WBGene00017748,4
WBGene00017692,4
WBGene00020114,4
WBGene00004926,4
WBGene00022233,4
WBGene00008421,4
WBGene00007999,0
WBGene00008357,4
WBGene00017286,2
WBGene00004858,4
WBGene00006614,4
WBGene00018475,0
WBGene00000204,2
WBGene00012464,2
WBGene00009013,0
WBGene00003759,3
WBGene00004358,1
WBGene00019118,0
WBGene00011058,0
WBGene00001824,0
WBGene00020394,1
WBGene00009975,4
WBGene00019211,4
WBGene00018088,2
WBGene00018952,4
WBGene00019061,2
WBGene00018510,0
WBGene00013806,4
WBGene00011754,3
WBGene00013539,3
WBGene00011188,3
WBGene00016171,2
WBGene00020827,4
WBGene00017578,3
WBGene00010887,3
WBGene00002257,2
WBGene00000776,3
WBGene00003519,3
WBGene00022593,3
WBGene00019170,4
WBGene00021531,3
WBGene00017547,4
WBGene00003182,3
WBGene00009992,2
WBGene00206366,3
WBGene00012432,3
WBGene00018152,2
WBGene00012146,3
WBGene00012740,0
WBGene00001620,2
WBGene00001109,4
WBGene00018837,4
WBGene00019493,2
WBGene00010609,0
WBGene00015803,0
WBGene00011111,2
WBGene00006750,4
WBGene00001092,0
WBGene00270319,4
WBGene00012888,2
WBGene00003690,3
WBGene00001638,0
WBGene00003941,2
WBGene00012143,3
WBGene00007547,4
WBGene00009814,3
WBGene00001506,3
WBGene00007537,3
WBGene00020911,2
WBGene00007059,2
WBGene00019321,2
WBGene00013399,3
WBGene00009575,2
WBGene00013897,4
WBGene00021078,3
WBGene00013079,3
WBGene00001155,2
WBGene00004990,1
WBGene00077771,3
WBGene00009239,3
WBGene00008594,2
WBGene00018482,0
WBGene00019408,3
WBGene00015295,3
WBGene00009712,2
WBGene00013257,3
WBGene00044534,3
WBGene00043066,2
WBGene00017861,3
WBGene00002393,0
WBGene00000611,4
WBGene00043054,3
WBGene00006562,1
WBGene00010204,2
WBGene00004766,0
WBGene00044784,2
WBGene00019318,0
WBGene00012413,3
WBGene00001958,0
WBGene00004216,0
WBGene00006709,2
WBGene00000187,2
WBGene00009957,4
WBGene00007254,2
WBGene00007552,0
WBGene00009305,0
WBGene00004180,0
WBGene00015248,2
WBGene00007241,3
WBGene00000900,4
WBGene00006465,2
WBGene00020106,3
WBGene00016458,4
WBGene00012117,4
WBGene00003644,3
WBGene00004392,0
WBGene00007184,2
WBGene00021020,2
WBGene00021894,3
WBGene00003059,2
WBGene00019273,2
WBGene00021505,3
WBGene00018410,3
WBGene00003640,4
WBGene00016643,2
WBGene00008006,4
WBGene00011309,0
WBGene00001837,4
WBGene00008229,4
WBGene00003249,3
WBGene00007932,3
WBGene00015578,3
WBGene00022174,0
WBGene00302978,0
WBGene00016138,4
WBGene00004876,3
WBGene00021340,3
WBGene00007583,2
WBGene00020181,2
WBGene00006373,0
WBGene00022324,4
WBGene00019525,3
WBGene00001519,4
WBGene00022554,3
WBGene00009482,2
WBGene00009204,0
WBGene00008419,3
WBGene00012176,2
WBGene00008856,3
WBGene00016415,3
WBGene00007258,0
WBGene00018270,0
WBGene00010063,3
WBGene00006958,0
WBGene00003210,2
WBGene00000969,2
WBGene00012362,4
WBGene00004889,0
WBGene00001517,4
WBGene00022531,0
WBGene00016862,3
WBGene00012559,2
WBGene00019401,0
WBGene00014053,4
WBGene00000105,2
WBGene00003790,0
WBGene00009896,3
WBGene00016199,3
WBGene00008392,3
WBGene00008110,2
WBGene00016960,2
WBGene00003616,4
WBGene00007716,3
WBGene00022232,0
WBGene00004384,4
WBGene00006571,2
WBGene00020504,3
WBGene00008344,2
WBGene00006698,2
WBGene00002024,4
WBGene00019609,2
WBGene00044661,3
WBGene00020903,3
WBGene00021831,0
WBGene00000112,0
WBGene00008626,3
WBGene00017347,2
WBGene00013676,2
WBGene00020574,3
WBGene00012014,3
WBGene00000219,3
WBGene00015405,2
WBGene00000047,0
WBGene00015802,0
WBGene00008850,3
WBGene00021938,2
WBGene00001762,3
WBGene00010540,3
WBGene00016740,0
WBGene00020126,3
WBGene00021741,3
WBGene00004473,2
WBGene00020115,0
WBGene00003388,4
WBGene00017380,4
WBGene00000753,2
WBGene00005663,2
WBGene00003787,0
WBGene00000102,4
WBGene00005262,3
WBGene00000887,0
WBGene00003805,0
WBGene00016044,4
WBGene00019456,3
WBGene00000903,3
WBGene00015619,3
WBGene00016812,0
WBGene00020131,2
WBGene00010867,2
WBGene00010256,3
WBGene00007016,4
WBGene00018255,3
WBGene00000928,0
WBGene00012628,0
WBGene00011088,3
WBGene00012651,2
WBGene00043981,3
WBGene00002783,2
WBGene00002998,0
WBGene00009850,4
WBGene00021529,2
WBGene00004991,4
WBGene00010873,3
WBGene00001834,0
WBGene00001661,0
WBGene00001541,3
WBGene00012027,4
WBGene00020011,3
WBGene00022569,2
WBGene00012460,2
WBGene00021012,0
WBGene00022665,2
WBGene00019717,0
WBGene00016848,3
WBGene00022893,3
WBGene00007391,3
WBGene00012803,2
WBGene00011891,2
WBGene00000228,2
WBGene00004752,0
WBGene00019407,3
WBGene00017792,4
WBGene00000229,2
WBGene00011414,3
WBGene00011828,2
WBGene00003161,2
WBGene00000734,3
WBGene00000553,4
WBGene00011162,2
WBGene00021849,2
WBGene00005719,3
WBGene00020163,4
WBGene00001337,0
WBGene00003603,3
WBGene00000739,2
WBGene00016465,4
WBGene00009553,0
WBGene00022597,3
WBGene00019911,3
WBGene00003037,0
WBGene00007600,2
WBGene00021858,4
WBGene00000288,3
WBGene00008852,2
WBGene00020586,3
WBGene00010972,3
WBGene00019595,0
WBGene00009081,3
WBGene00000100,4
WBGene00004095,4
WBGene00007174,3
WBGene00019947,0
WBGene00018509,3
WBGene00006437,0
WBGene00023067,2
WBGene00018407,2
WBGene00008680,3
WBGene00011261,4
WBGene00016439,0
WBGene00004157,4
WBGene00019699,3
WBGene00019089,1
WBGene00020702,0
WBGene00022360,2
WBGene00003081,2
WBGene00000981,1
WBGene00015601,3
WBGene00021442,2
WBGene00011029,2
WBGene00021286,2
WBGene00007840,3
WBGene00003018,0
WBGene00003860,3
WBGene00022099,0
WBGene00013415,0
WBGene00011116,3
WBGene00007650,1
WBGene00006520,2
WBGene00004495,2
WBGene00006725,2
WBGene00009255,1
WBGene00021645,3
WBGene00000272,0
WBGene00020302,3
WBGene00008986,2
WBGene00008031,3
WBGene00004286,4
WBGene00019404,3
WBGene00022459,2
WBGene00000148,0
WBGene00020185,0
WBGene00018007,0
WBGene00010595,2
WBGene00022574,3
WBGene00015680,3
WBGene00021011,4
WBGene00009469,2
WBGene00011634,2
WBGene00018408,2
WBGene00021626,2
WBGene00016133,0
WBGene00014186,2
WBGene00010339,2
WBGene00001508,0
WBGene00000158,0
WBGene00015047,4
WBGene00045483,0
WBGene00004303,2
WBGene00017489,4
WBGene00009706,1
WBGene00019816,4
WBGene00011393,0
WBGene00019313,4
WBGene00020466,0
WBGene00004196,3
WBGene00009985,4
WBGene00012764,3
WBGene00017250,3
WBGene00018391,0
WBGene00012094,0
WBGene00010426,3
WBGene00002036,4
WBGene00010778,1
WBGene00019909,3
WBGene00008979,2
WBGene00003861,4
WBGene00003639,3
WBGene00012253,2
WBGene00016676,2
WBGene00000274,0
WBGene00007128,0
WBGene00009466,4
WBGene00002028,0
WBGene00012139,4
WBGene00020300,2
WBGene00013499,4
WBGene00007488,0
WBGene00044063,0
WBGene00004023,4
WBGene00022254,4
WBGene00003163,4
WBGene00019663,0
WBGene00003745,4
WBGene00044512,3
WBGene00012396,0
WBGene00003646,3
WBGene00006923,4
WBGene00004361,2
WBGene00000583,4
WBGene00021994,0
WBGene00012026,3
WBGene00021920,0
WBGene00007257,0
WBGene00010814,2
WBGene00007743,2
WBGene00015993,4
WBGene00003422,2
WBGene00019940,2
WBGene00019914,2
WBGene00017776,3
WBGene00013029,2
WBGene00009668,2
WBGene00012854,3
WBGene00004178,2
WBGene00001398,3
WBGene00013136,3
WBGene00013595,4
WBGene00000518,3
WBGene00022668,3
WBGene00008564,1
WBGene00006424,0
WBGene00014189,2
WBGene00008021,4
WBGene00009141,0
WBGene00011833,2
WBGene00018239,0
WBGene00013802,4
WBGene00019871,3
WBGene00016004,3
WBGene00009484,3
WBGene00009262,4
WBGene00022100,2
WBGene00020296,0
WBGene00011884,2
WBGene00003757,3
WBGene00007169,0
WBGene00013139,2
WBGene00018282,2
WBGene00001052,3
WBGene00011507,2
WBGene00011081,2
WBGene00011034,2
WBGene00001796,4
WBGene00020376,2
WBGene00008874,1
WBGene00008987,0
WBGene00017329,0
WBGene00001548,4
WBGene00019334,0
WBGene00007854,3
WBGene00044797,2
WBGene00017874,1
WBGene00006938,3
WBGene00008918,0
WBGene00012257,0
WBGene00000164,2
WBGene00015687,0
WBGene00001843,2
WBGene00001791,2
WBGene00004306,2
WBGene00003750,4
WBGene00023421,2
WBGene00044641,0
WBGene00044418,4
WBGene00044323,0
WBGene00021820,3
WBGene00011321,3
WBGene00010709,0
WBGene00017226,3
WBGene00015041,3
WBGene00045195,4
WBGene00001329,3
WBGene00016028,4
WBGene00001159,0
WBGene00235330,3
WBGene00022695,3
WBGene00018343,2
WBGene00022279,2
WBGene00015346,4
WBGene00012794,4
WBGene00018108,3
WBGene00004300,4
WBGene00000835,2
WBGene00019913,3
WBGene00023432,3
WBGene00021975,4
WBGene00010731,3
WBGene00044354,4
WBGene00009665,2
WBGene00021879,3
WBGene00007476,3
WBGene00004344,3
WBGene00206532,3
WBGene00008663,3
WBGene00003086,4
WBGene00013441,2
WBGene00010522,4
WBGene00000207,2
WBGene00013407,0
WBGene00010589,3
WBGene00004044,2
WBGene00016392,0
WBGene00006430,0
WBGene00012037,2
WBGene00022075,0
WBGene00016289,4
WBGene00012491,3
WBGene00015139,3
WBGene00015978,3
WBGene00004830,2
WBGene00003660,3
WBGene00016139,0
WBGene00010899,2
WBGene00022649,2
WBGene00044066,3
WBGene00020274,0
WBGene00021079,3
WBGene00000820,4
WBGene00044205,3
WBGene00023415,4
WBGene00018511,4
WBGene00009108,0
WBGene00000437,3
WBGene00018102,3
WBGene00020847,2
WBGene00017361,3
WBGene00000674,2
WBGene00012891,2
WBGene00004767,2
WBGene00001463,4
WBGene00012810,3
WBGene00019882,0
WBGene00000382,0
WBGene00043064,2
WBGene00015279,3
WBGene00022487,4
WBGene00011074,4
WBGene00007836,2
WBGene00001707,4
WBGene00019571,4
WBGene00004038,4
WBGene00018307,2
WBGene00002046,0
WBGene00018215,2
WBGene00008605,0
WBGene00021392,0
WBGene00000160,0
WBGene00007419,3
WBGene00022010,3
WBGene00011167,3
WBGene00001523,3
WBGene00005552,3
WBGene00021976,0
WBGene00022040,3
WBGene00002076,0
WBGene00017002,2
WBGene00013426,0
WBGene00019615,3
WBGene00013548,4
WBGene00007684,0
WBGene00006914,3
WBGene00003747,3
WBGene00022805,3
WBGene00044310,2
WBGene00013484,3
WBGene00001512,4
WBGene00021840,0
WBGene00006793,0
WBGene00015786,3
WBGene00010419,2
WBGene00003758,1
WBGene00013038,0
WBGene00044349,3
WBGene00018164,4
WBGene00004445,2
WBGene00009059,2
WBGene00007385,2
WBGene00018104,3
WBGene00004480,2
WBGene00013549,0
WBGene00004132,4
WBGene00020393,3
WBGene00012134,2
WBGene00010502,0
WBGene00022491,2
WBGene00013220,3
WBGene00194695,4
WBGene00001151,0
WBGene00009132,0
WBGene00009113,2
WBGene00009742,3
WBGene00003090,2
WBGene00020855,0
WBGene00021960,0
WBGene00001028,2
WBGene00003600,3
WBGene00013034,3
WBGene00020719,0
WBGene00004415,2
WBGene00008166,0
WBGene00003548,3
WBGene00004429,2
WBGene00015535,3
WBGene00003719,3
WBGene00010459,2
WBGene00017747,3
WBGene00008453,3
WBGene00008741,0
WBGene00004911,3
WBGene00007368,1
WBGene00007516,3
WBGene00012723,0
WBGene00022389,2
WBGene00005077,0
WBGene00019738,1
WBGene00003078,2
WBGene00012850,4
WBGene00015393,4
WBGene00007918,2
WBGene00004112,2
WBGene00018025,2
WBGene00022770,2
WBGene00022803,2
WBGene00022231,2
WBGene00010758,2
WBGene00010033,0
WBGene00010848,4
WBGene00006728,2
WBGene00001041,0
WBGene00018793,2
WBGene00000834,0
WBGene00002915,2
WBGene00017262,2
WBGene00010747,3
WBGene00003840,3
WBGene00000774,0
WBGene00021519,2
WBGene00007109,2
WBGene00015404,0
WBGene00012236,0
WBGene00000464,3
WBGene00007180,3
WBGene00020407,4
WBGene00012938,3
WBGene00010110,4
WBGene00013447,2
WBGene00000693,3
